budget,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection,genre,production_company,production_country,language,release_year,return,collection_id,genre_id,company_id
0,99642,fr,0.866735,2002-11-27,0.0,102.0,A New Life,7.0,11.0,,Drama,"Canal+, CNC",France,"Français, English",2002,0.0,,18,"5358, 6962"
0,123712,ro,0.273568,1981-09-26,0.0,132.0,"Why Are the Bells Ringing, Mitica?",5.0,1.0,,"Comedy, Drama","Casa de Filme Unu, Casa de Filme Cinci",Romania,Română,1981,0.0,,"35, 18","43849, 93666"
12000000,57157,en,6.142913,2011-12-16,22939027.0,94.0,Young Adult,5.6,368.0,,"Comedy, Drama","Paramount Pictures, Denver and Delilah Productions, Indian Paintbrush",United States of America,English,2011,1.9115855833333333,,"35, 18","4, 3574, 9350"
0,30245,en,1.06374,2008-11-27,0.0,101.0,Mr. Bones 2: Back from the Past,5.1,4.0,Mr. Bones Collection,Comedy,Videovision Entertainment,South Africa,"English, isiZulu",2008,0.0,104202,35,5031
15000000,70577,en,12.463435,2011-10-25,0.0,102.0,Faces in the Crowd,5.8,154.0,,"Thriller, Mystery, Crime, Drama","Voltage pictures, Minds Eye Entertainment, Aura Film Partnership, Fierce Entertainment, Forecast Pictures, Radar Pictures, Frantic Films Live Action Productions","Canada, France, United States of America",English,2011,0.0,,"53, 9648, 80, 18","6633, 8583, 12137, 12138, 12686, 14718, 27331"
56000000,62838,en,6.948818,2011-12-08,142044638.0,118.0,New Year's Eve,5.7,744.0,,"Comedy, Romance",New Line Cinema,United States of America,English,2011,2.5365113928571428,,"35, 10749",12
145000000,56292,en,14.25843,2011-12-07,694713380.0,133.0,Mission: Impossible - Ghost Protocol,6.8,4026.0,Mission: Impossible Collection,"Action, Thriller, Adventure","Paramount Pictures, Skydance Productions, Bad Robot, TC Productions, Revolution Sun Studios, Kontsept Film Company","Czech Republic, United States of America, United Arab Emirates","English, Pусский, Français, العربية, svenska",2011,4.79112675862069,87359,"28, 53, 12","4, 6277, 11461, 21777, 76043, 76067"
0,262475,en,0.000308,1984-09-10,0.0,150.0,G.I. Joe: The Revenge of Cobra,8.0,3.0,,"Family, Fantasy, Action, Science Fiction, War",,,English,1984,0.0,,"10751, 14, 28, 878, 10752",
50000000,74465,en,10.563152,2011-12-22,120081841.0,124.0,We Bought a Zoo,6.5,928.0,,"Drama, Comedy, Family","Twentieth Century Fox Film Corporation, Dune Entertainment, Vinyl Films, LBI Entertainment",United States of America,English,2011,2.40163682,,"18, 35, 10751","306, 444, 485, 8518"
0,40693,en,0.293045,1952-12-24,0.0,94.0,April in Paris,6.0,1.0,,"Comedy, Music, Romance",Warner Bros.,United States of America,"English, Français",1952,0.0,,"35, 10402, 10749",6194
90000000,65754,en,8.907829,2011-12-14,232617430.0,158.0,The Girl with the Dragon Tattoo,7.2,2479.0,,"Thriller, Crime, Mystery, Drama","Columbia Pictures, Scott Rudin Productions, Film Rites, Metro-Goldwyn-Mayer (MGM), Yellow Bird, Ground Control","Norway, Sweden, United States of America",English,2011,2.584638111111111,,"53, 80, 9648, 18","5, 258, 8083, 8411, 33817, 47479"
30000000,71469,en,8.127392,2011-12-22,64626786.0,89.0,The Darkest Hour,4.8,474.0,,"Horror, Action, Thriller, Science Fiction","Summit Entertainment, Regency Enterprises, Bazelevs Production, The Jacobson Company, New Regency Pictures","United States of America, Russia",English,2011,2.1542262,,"27, 28, 53, 878","491, 508, 1038, 3638, 10104"
0,45320,en,0.535931,2010-09-19,11000.0,88.0,Picture Me,7.3,3.0,,Documentary,,United States of America,English,2010,inf,,99,
0,16939,en,0.617996,1950-05-15,0.0,88.0,Last Holiday,6.8,9.0,,"Comedy, Drama","Associated British Picture Corporation (ABPC), Watergate Films",United Kingdom,English,1950,0.0,,"35, 18","15913, 18859"
75000000,55301,en,8.066393,2011-12-14,342695435.0,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,499.0,Alvin and the Chipmunks Collection,"Comedy, Fantasy, Family, Music, Animation",Fox 2000 Pictures,United States of America,English,2011,4.569272466666667,167613,"35, 14, 10751, 10402, 16",711
8000000,73873,en,5.379039,2011-12-21,5634828.0,113.0,Albert Nobbs,6.2,136.0,,Drama,Chrysalis Films,"United Kingdom, Ireland","English, Français",2011,0.7043535,,18,8717
0,52274,es,5.020398,2010-10-29,12884923.0,118.0,Julia's Eyes,6.7,214.0,,"Horror, Thriller","Universal Pictures International (UPI), Antena 3 Films, Televisió de Catalunya (TV3), Canal+ España, Instituto de Crédito Oficial (ICO), Mesfilms, Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC), Media Programme of the European Community, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Catalan Film and Television",Spain,Español,2010,inf,,"27, 53","5726, 6538, 8530, 9335, 11427, 11428, 16055, 21972, 27564, 32814"
0,378477,ro,0.057651,2010-02-21,0.0,92.0,Metrobranding,1.5,1.0,,"History, Documentary",Mandragora,Romania,Română,2010,0.0,,"36, 99",13407
8000000,51995,en,3.033375,2011-07-15,0.0,96.0,Salvation Boulevard,5.6,28.0,,"Comedy, Thriller, Action, Drama",Mandalay Vision,United States of America,English,2011,0.0,,"35, 53, 28, 18",6667
0,80038,en,7.907571,2011-09-09,12186625.0,100.0,Friends with Kids,5.7,175.0,,"Comedy, Drama, Romance",Locomotive,United States of America,English,2011,inf,,"35, 18, 10749",6404
0,82203,en,0.624335,1955-10-01,0.0,109.0,The Girl in the Red Velvet Swing,6.0,1.0,,"Drama, Romance",Twentieth Century Fox Film Corporation,United States of America,English,1955,0.0,,"18, 10749",306
13000000,63207,en,9.734012,2011-09-12,0.0,100.0,Intruders,5.2,164.0,,"Horror, Thriller, Drama","Universal Pictures International (UPI), Antena 3 Films, Apaches Entertainment, Canal+ España, Ministerio de Cultura","United States of America, Spain, United Kingdom","English, Français, Español",2011,0.0,,"27, 53, 18","5726, 6538, 8111, 9335, 11408"
0,25688,en,10.163157,1948-06-24,0.0,86.0,Pitfall,6.6,12.0,,"Thriller, Crime, Drama",Regal films,United States of America,English,1948,0.0,,"53, 80, 18",13973
10000000,79777,en,2.772269,2011-12-23,303877.0,127.0,In the Land of Blood and Honey,5.8,45.0,,"Drama, Romance, War",FilmDistrict,United States of America,"Bosanski, Hrvatski, English, Srpski",2011,0.0303877,,"18, 10749, 10752",7263
0,84505,en,0.108541,1932-10-01,0.0,86.0,Kongo,7.3,3.0,,"Horror, Drama",Metro-Goldwyn-Mayer (MGM),United States of America,English,1932,0.0,,"27, 18",8411
0,25915,en,1.088807,1949-01-25,0.0,79.0,Shockproof,6.2,6.0,,"Crime, Drama",Columbia Pictures Corporation,United States of America,English,1949,0.0,,"80, 18",441
0,111100,en,0.693366,1938-08-27,0.0,86.0,Boy Meets Girl,5.5,2.0,,Comedy,Warner Bros.,United States of America,English,1938,0.0,,35,6194
0,85942,en,0.114096,1969-02-11,0.0,95.0,Model Shop,8.0,2.0,,"Drama, Romance",Columbia Pictures Corporation,"France, United States of America",English,1969,0.0,,"18, 10749",441
0,58192,en,0.504959,1932-01-24,0.0,76.0,Broken Lullaby,6.3,6.0,,Drama,Paramount Pictures,United States of America,English,1932,0.0,,18,4
0,52359,en,0.516739,1937-07-30,0.0,109.0,The Toast of New York,3.5,2.0,,"Comedy, Drama",RKO Radio Pictures,United States of America,English,1937,0.0,,"35, 18",6
0,75315,en,0.775765,1941-10-09,0.0,93.0,Texas,5.3,6.0,,"Drama, Romance, Western",Columbia Pictures,United States of America,English,1941,0.0,,"18, 10749, 37",5
0,2349,de,0.842078,2004-03-04,0.0,107.0,Peas at 5:30,5.6,8.0,,Drama,,Germany,Deutsch,2004,0.0,,18,
0,46641,en,5.959911,2009-10-14,400654.0,99.0,Today's Special,6.2,34.0,,"Comedy, Romance","Inimitable Pictures, Sweet180",United States of America,English,2009,inf,,"35, 10749","13470, 13471"
0,92464,en,0.076471,2010-01-09,0.0,80.0,Brutal Beauty: Tales of the Rose City Rollers,4.0,2.0,,Documentary,,United States of America,English,2010,0.0,,99,
0,24986,zh,1.199484,2009-08-13,0.0,107.0,Sophie's Revenge,5.6,14.0,,"Comedy, Drama, Romance",,China,普通话,2009,0.0,,"35, 18, 10749",
0,56761,en,0.190137,2011-02-07,0.0,0.0,Reagan,5.2,5.0,,"Documentary, Foreign",,,,2011,0.0,,"99, 10769",
0,24833,en,4.688709,2009-11-19,0.0,88.0,Santa Buddies,5.0,38.0,Disney Buddies Collection,Adventure,"Walt Disney Studios Home Entertainment, Key Pix Productions, Keystone Entertainment, Santa Buddies Productions","Canada, United States of America",English,2009,0.0,91657,12,"3202, 19649, 37892, 63907"
0,53505,en,5.37272,2011-02-11,0.0,88.0,The Last Lions,7.2,16.0,,Documentary,,Botswana,English,2011,0.0,,99,
0,45138,it,0.441622,1969-04-01,0.0,116.0,Machine Gun McCain,7.3,6.0,,"Drama, Action, Thriller, Crime, Foreign","Euro International Film (EIA), Euroatlantica",Italy,English,1969,0.0,,"18, 28, 53, 80, 10769","8930, 11702"
0,48153,en,0.237773,1972-12-21,0.0,104.0,The Outside Man,6.8,4.0,,"Crime, Thriller",,"Italy, France, United States of America","Français, English",1972,0.0,,"80, 53",
0,36522,en,0.48487,1954-09-03,0.0,81.0,Private Hell 36,4.9,5.0,,"Crime, Drama, Thriller",The Filmakers,United States of America,English,1954,0.0,,"80, 18, 53",16511
0,74518,en,1.126036,2010-10-19,0.0,95.0,Territories,5.4,23.0,,"Thriller, Horror","Capture The Flag Films, Noodles Production, Les Films Esplanade, Les Films du Territoire","France, Canada","English, Français",2010,0.0,,"53, 27","5666, 7792, 23638, 23640"
1000000,59006,en,9.586854,2011-03-07,0.0,80.0,Girl Walks Into a Bar,5.1,30.0,,Comedy,"Shangri-La Entertainment, Gato Negro Films",United States of America,English,2011,0.0,,35,"2265, 5295"
0,41066,ja,2.493721,2009-12-01,0.0,100.0,Professor Layton and the Eternal Diva,7.6,42.0,,"Family, Animation","Chubu-nippon Broadcasting Company, Hokkaido Broadcasting Co., Level-5",Japan,"English, 日本語",2009,0.0,,"10751, 16","7092, 7093, 7094"
0,53100,en,1.239118,2011-11-25,0.0,95.0,Bringing Up Bobby,5.1,16.0,,Comedy,,,English,2011,0.0,,35,
0,293114,fi,0.005936,2010-09-03,0.0,58.0,The Painting Sellers,0.0,0.0,,Drama,"Aamu Filmcompany, Elokuvayhtiö Oy Aamu",Finland,suomi,2010,0.0,,18,"84882, 84883"
0,116537,fi,0.166984,2009-09-23,0.0,60.0,On Thin Ice,0.0,0.0,,"Crime, Drama","Yleisradio (YLE), Juonifilmi",Finland,suomi,2009,0.0,,"80, 18","5975, 9375"
0,118955,en,0.568081,1962-10-05,0.0,125.0,The Chapman Report,6.3,3.0,,"Comedy, Drama, Romance",Darryl F. Zanuck Productions,United States of America,English,1962,0.0,,"35, 18, 10749",13630
0,72997,en,0.349394,1932-07-16,0.0,99.0,Skyscraper Souls,3.4,5.0,,"Drama, Romance","Cosmopolitan Productions, Metro-Goldwyn-Mayer (MGM)",United States of America,English,1932,0.0,,"18, 10749","1442, 8411"
0,82698,hi,1.236107,2011-12-09,0.0,140.0,Ladies vs Ricky Bahl,6.0,23.0,,"Drama, Comedy, Music, Romance, Foreign",,India,हिन्दी,2011,0.0,,"18, 35, 10402, 10749, 10769",
0,73939,en,2.939603,2011-12-27,0.0,86.0,Pariah,7.0,33.0,,Drama,,United States of America,English,2011,0.0,,18,
0,13247,en,1.176662,1987-12-16,0.0,48.0,A Muppet Family Christmas,6.7,15.0,,"Family, TV Movie","Jim Henson Company, The",United States of America,English,1987,0.0,,"10751, 10770",6254
0,50393,en,10.749145,2010-11-26,0.0,21.0,Kung Fu Panda Holiday,6.5,53.0,,"Animation, Family",DreamWorks Animation,United States of America,English,2010,0.0,,"16, 10751",521
0,71866,en,1.426803,2009-09-14,0.0,96.0,Tanner Hall,5.4,33.0,,Drama,Tax Credit Finance,United States of America,"English, Deutsch",2009,0.0,,18,3782
9000,72766,en,1.090484,2011-12-26,0.0,85.0,Newlyweds,5.6,6.0,,"Comedy, Romance",,,,2011,0.0,,"35, 10749",
1000000,76487,en,5.747675,2012-01-06,101758490.0,83.0,The Devil Inside,4.6,263.0,,"Thriller, Horror","Room 101, Prototype",United States of America,English,2012,101.75849,,"53, 27","6302, 24048"
0,74523,en,6.483418,2011-03-19,0.0,99.0,Born To Race,5.5,41.0,Born To Race Collection,Action,"American Cinema International, ESX Productions",United States of America,English,2011,0.0,294187,28,"10700, 37081"
0,76785,en,1.475596,2011-08-20,0.0,95.0,Roadie,6.1,9.0,,Drama,Magnolia Pictures,United States of America,English,2011,0.0,,18,1030
25000000,77866,en,10.595067,2012-01-12,63100000.0,109.0,Contraband,6.1,777.0,,"Thriller, Action, Drama, Crime","Universal Pictures, StudioCanal, Relativity Media, Leverage Management, Closest to the Hole Productions, Farraday Films, Leverage Entertainment, Working Title Films, Blueeyes Productions","United States of America, United Kingdom, France",English,2012,2.524,,"53, 28, 18, 80","33, 694, 7295, 8536, 8537, 8538, 8539, 10163, 10970"
0,14163,hi,4.842323,2007-08-10,19300000.0,153.0,Chak De! India,6.8,69.0,,Drama,Yash Raj Films,India,हिन्दी,2007,inf,,18,1569
0,74878,fr,0.254885,1965-10-01,0.0,0.0,Cloportes,6.1,7.0,,"Comedy, Crime","Les Films du Siècle, Produzioni Artistiche Internazionali",,Français,1965,0.0,,"35, 80","1603, 22164"
0,72821,en,0.342271,1926-07-24,0.0,86.0,Mantrap,5.0,1.0,,"Western, Comedy",Paramount Pictures,United States of America,,1926,0.0,,"37, 35",4
0,389854,en,0.0,1989-03-25,0.0,0.0,The Last Ferry,0.0,0.0,,,,,,1989,0.0,,,
0,43984,fa,0.406759,1969-01-01,0.0,105.0,The Cow,7.7,10.0,,"Drama, Foreign",Central Film Office of the Iranian Ministry of Culture,Iran,فارسی,1969,0.0,,"18, 10769",60399
0,269963,en,0.001393,1981-01-01,0.0,143.0,The Way South,5.5,2.0,,,,Netherlands,"العربية, Nederlands, Français, Italiano",1981,0.0,,,
0,148503,en,0.070684,1977-04-19,0.0,116.0,Local Color,6.5,2.0,,Drama,Rappaport Productions,United States of America,English,1977,0.0,,18,86273
7300000,78461,en,2.803973,2011-10-21,0.0,96.0,Beneath the Darkness,4.8,45.0,,Thriller,Raincreek Productions,United States of America,"English, Français",2011,0.0,,53,10389
0,75301,en,6.94881,2011-10-21,286201.0,80.0,Being Elmo: A Puppeteer's Journey,7.4,62.0,,"Documentary, Family",,United States of America,English,2011,inf,,"99, 10751",
0,112655,en,0.315637,1937-09-30,0.0,60.0,Idol of the Crowds,4.8,2.0,,"Drama, Romance",,,English,1937,0.0,,"18, 10749",
0,63574,en,3.448826,2012-01-13,0.0,117.0,Joyful Noise,6.7,33.0,,"Comedy, Music","Alcon Entertainment, O.N.C. Entertainment, Farrell Paura Productions, Gospel Truth Pictures",United States of America,English,2012,0.0,,"35, 10402","1088, 3396, 78958, 78959"
0,37006,es,0.563469,2005-01-01,0.0,100.0,Mi mejor enemigo,7.0,3.0,,"Comedy, Drama, Foreign",Alce Producciones LTDA.,Chile,Español,2005,0.0,,"35, 18, 10769",21544
0,95538,pt,0.282474,2009-10-06,0.0,133.0,To Die Like a Man,6.4,5.0,,"Drama, Music","Rosa Filmes, Ad Vitam Production","France, Portugal","English, Deutsch, Português",2009,0.0,,"18, 10402","16421, 33279"
0,184795,en,0.529771,1968-12-23,0.0,144.0,The Sea Gull,8.5,2.0,,"Romance, Drama","Warner Brothers/Seven Arts, Sydney Lumet Productions","United Kingdom, United States of America",English,1968,0.0,,"10749, 18","4051, 47745"
37000000,62837,en,6.695229,2011-09-23,95404397.0,113.0,Dolphin Tale,6.6,166.0,Dolphin Tale Collection,"Drama, Family","Alcon Entertainment, Arc Productions",United States of America,English,2011,2.578497216216216,288491,"18, 10751","1088, 10280"
0,63498,en,2.099105,2010-11-19,0.0,94.0,Chico & Rita,6.5,44.0,,"Animation, Music, Romance","Isle of Man Film, HanWay Films, Magic Light Pictures, CinemaNX, Televisió de Catalunya TV3, Televisión Española TVE, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Estudio Mariscal, Fernando Trueba Producciones Cinematográficas S.A., ICF Institut Català de Finances, Institut Català de les Indústries Culturals, Instituto de Crédito Oficial (ICO), Mesfilms","Spain, United Kingdom","Español, English, Français",2010,0.0,,"16, 10402, 10749","2268, 2395, 5644, 5705, 6778, 6780, 9974, 11423, 11424, 11425, 11426, 11427, 11428"
13000000,71688,en,7.421245,2011-12-30,114956699.0,105.0,The Iron Lady,6.2,540.0,,"History, Drama","UK Film Council, Canal+, DJ Films, CinéCinéma, Pathé, Film4, Goldcrest Pictures, Yuk Films","France, United Kingdom",English,2011,8.842823,,"36, 18","2452, 5358, 5654, 6301, 7981, 9349, 11843, 19749"
0,39072,en,0.891071,2009-10-16,0.0,96.0,Happy Tears,4.9,12.0,,"Comedy, Drama",Pierpoline Films,United States of America,"Français, English",2009,0.0,,"35, 18",5749
8000000,15346,en,0.545664,2008-12-11,0.0,97.0,The Golden Boys,4.8,3.0,,"Comedy, Romance",,United States of America,English,2008,0.0,,"35, 10749",
0,78182,ru,3.523847,2011-05-21,0.0,109.0,Elena,7.0,48.0,,"Drama, Thriller",Non-Stop Productions,Russia,Pусский,2011,0.0,,"18, 53",5630
0,81527,ro,0.528701,2011-03-11,0.0,181.0,Aurora,5.8,7.0,,Drama,"Société Française de Production (SFP), Bord Cadre Films, Mandragora, Essential Filmproduktion GmbH, Romanian National Center for Cinematography","France, Germany, Romania, Switzerland",Română,2011,0.0,,18,"6849, 7970, 13407, 20691, 35018"
0,53128,el,0.120467,2009-10-22,0.0,124.0,With Heart & Soul,8.0,2.0,,"Drama, War","Alcor Films, Greek Film Center, Black Orange, Graal","Cyprus, Greece",ελληνικά,2009,0.0,,"18, 10752","644, 7254, 8342, 8943"
0,65233,fr,2.07181,2011-05-18,0.0,105.0,The Conquest,5.6,36.0,,"Comedy, Drama","Gaumont, Mandarin Films",France,Français,2011,0.0,,"35, 18","9, 12096"
0,73066,it,0.13518,2010-01-01,0.0,94.0,Mad Bastards,6.3,2.0,,"Drama, Foreign",,,English,2010,0.0,,"18, 10769",
0,31309,en,1.21616,1941-12-09,0.0,78.0,Mr. Bug Goes to Town,5.7,10.0,,"Animation, Comedy, Family","Fleischer Studios, Paramount Animation",United States of America,Deutsch,1941,0.0,,"16, 35, 10751","8302, 24955"
0,148353,es,0.65959,2001-10-19,0.0,125.0,Work in Progress,7.2,5.0,,Documentary,,,"Català, Español",2001,0.0,,99,
0,33684,cs,0.727954,2001-11-08,0.0,114.0,The Wild Bees,6.4,5.0,,"Comedy, Drama","Česká televize, Cineart Production",Czech Republic,Český,2001,0.0,,"35, 18","5928, 51411"
0,35156,en,0.512026,2009-06-12,0.0,85.0,The End of the Line,5.9,6.0,,Documentary,,,English,2009,0.0,,99,
0,72721,es,1.529266,2010-10-27,0.0,90.0,Nostalgia for the Light,7.8,32.0,,"Drama, Documentary, Foreign","Westdeutscher Rundfunk (WDR), Blinker Filmproduktion GmbH, Atacama Productions, Cronomedia","Chile, United States of America, France, Germany, Spain","English, Español",2010,0.0,,"18, 99, 10769","7025, 48538, 75673, 88979"
0,162374,fr,0.227788,2010-11-15,0.0,110.0,Top Floor Left Wing,7.0,2.0,,"Drama, Comedy",Tu Vas Voir Productions,France,Français,2010,0.0,,"18, 35",17469
0,72842,en,3.344002,2011-10-14,0.0,90.0,Albatross,6.1,31.0,,Drama,,United Kingdom,English,2011,0.0,,18,
0,79465,en,4.54588,2012-02-01,0.0,89.0,Loosies,5.8,40.0,,"Comedy, Drama, Romance","IFC Films, Woodhaven Production Company",United States of America,English,2012,0.0,,"35, 18, 10749","307, 10387"
0,79896,en,8.156758,2009-08-16,0.0,110.0,The Revenant,6.4,84.0,,"Comedy, Horror","Putrefactory Limited, Wanko Toys",United States of America,"English, Polski, Pусский",2009,0.0,,"35, 27","49928, 49929"
0,57829,pl,3.768353,2011-03-18,342519.0,92.0,The Mill and the Cross,6.4,24.0,,"Drama, History","Odeon Film, Telewizja Polska (TVP), Bokomotiv Freddy Olsson Filmproduktion","Poland, Sweden","English, Español",2011,inf,,"18, 36","2640, 19150, 19151"
0,42157,en,0.149268,1980-10-03,0.0,98.0,One Trick Pony,6.5,2.0,,Drama,Warner Bros.,United States of America,English,1980,0.0,,18,6194
25000000,57353,en,7.695889,2011-04-01,0.0,102.0,Cat Run,6.0,45.0,Cat Run Collection,"Action, Comedy, Thriller",Universal Pictures,United States of America,"English, Srpski, Türkçe",2011,0.0,288235,"28, 35, 53",33
0,84420,en,0.002323,1964-12-19,0.0,60.0,Magic Christmas Tree,0.0,0.0,,,,,,1964,0.0,,,
0,47383,es,0.727819,2009-11-10,0.0,110.0,The Man Next Door,6.5,13.0,,"Drama, Thriller, Foreign",Aleph Media,Argentina,Español,2009,0.0,,"18, 53, 10769",10188
3000000,38541,en,7.406609,2011-03-13,22000.0,112.0,The Divide,5.7,198.0,,"Horror, Science Fiction, Drama","Instinctive Film, Manitoba Film and Video Production Tax Credit, Preferred Content, Julijette, Ink Connection, BR Group, Manitoba Film & Music","Canada, Germany, United States of America",English,2011,0.007333333333333333,,"27, 878, 18","4306, 11715, 13362, 34994, 46135, 46136, 46137"
70000000,52520,en,12.345348,2012-01-19,160112671.0,88.0,Underworld: Awakening,6.1,1885.0,Underworld Collection,"Fantasy, Action, Horror","Lakeshore Entertainment, Saturn Films, Screen Gems, Sketch Films, UW4 Productions",United States of America,"English, Pусский",2012,2.2873238714285713,2326,"14, 28, 27","126, 831, 3287, 7738, 7740"
25000000,75174,en,14.31675,2012-01-26,77278331.0,117.0,The Grey,6.4,1476.0,,"Action, Drama, Thriller","Scott Free Productions, 1984 Private Defense Contractors, LD Entertainment, Open Road Films, Inferno Distribution, Chambara Pictures","Canada, United States of America",English,2012,3.09113324,,"28, 18, 53","1645, 8532, 10285, 10427, 11278, 12234"
42000000,49527,en,10.528173,2012-01-13,46221189.0,102.0,Man on a Ledge,6.2,936.0,,"Action, Thriller, Crime","Summit Entertainment, Di Bonaventura Picture",United States of America,English,2012,1.1005045,,"28, 53, 80","491, 5955"
10000000,55741,zh,0.992235,2010-12-17,0.0,128.0,Sacrifice,6.2,10.0,,"Drama, Action, History, Thriller",Shanghai Film Group,China,普通话,2010,0.0,,"18, 28, 36, 53",3407
0,68861,fi,0.239316,2010-12-25,0.0,0.0,Veijarit,5.5,2.0,,"Foreign, Comedy, Drama",,Finland,suomi,2010,0.0,,"10769, 35, 18",
0,84407,en,1.371394,2012-01-20,0.0,79.0,The Pruitt-Igoe Myth,6.9,7.0,,Documentary,,,,2012,0.0,,99,
0,124210,en,0.981525,1980-12-25,0.0,97.0,First Family,2.7,3.0,,Comedy,"IndieProd Company Productions, Warner Bros., F.F. Associates",United States of America,English,1980,0.0,,35,"959, 6194, 16237"
0,37038,en,1.444562,1962-02-06,0.0,91.0,All Night Long,7.0,9.0,,"Drama, Music",The Rank Organisation,United Kingdom,English,1962,0.0,,"18, 10402",364
0,72313,en,0.680359,1954-05-01,0.0,83.0,Gorilla at Large,5.0,3.0,,"Horror, Thriller, Mystery",Panoramic Productions,United States of America,English,1954,0.0,,"27, 53, 9648",13499
0,8368,en,0.160182,2008-01-01,0.0,111.0,The Garden of Eden,4.2,3.0,,Drama,"Devonshire Productions, Berwick Street Productions",United Kingdom,English,2008,0.0,,18,"2391, 2392"
0,60938,en,0.588952,1957-03-01,0.0,85.0,Time Without Pity,6.1,6.0,,"Mystery, Drama",Harlequin Productions Ltd,United Kingdom,English,1957,0.0,,"9648, 18",8183
0,145594,es,0.007517,2003-09-12,0.0,0.0,Descongelate!,0.0,0.0,,"Drama, Comedy",,Spain,Español,2003,0.0,,"18, 35",
600000,58194,en,0.660746,2011-03-25,0.0,109.0,White Irish Drinkers,6.3,10.0,,"Drama, Thriller",,United States of America,English,2011,0.0,,"18, 53",
23000000,70435,en,9.574817,2011-11-06,33372606.0,93.0,Haywire,5.6,508.0,,"Action, Thriller","Irish Film Board, Relativity Media","Ireland, United States of America","English, Español",2011,1.4509828695652174,,"28, 53","5267, 7295"
0,66118,fr,4.075222,2011-07-05,0.0,94.0,Case départ,5.9,122.0,,Comedy,Légende Films,France,Français,2011,0.0,,35,22997
0,26283,en,5.43144,1952-01-30,0.0,88.0,The Las Vegas Story,4.6,8.0,,Drama,RKO Radio Pictures,United States of America,English,1952,0.0,,18,6
0,260064,en,0.440826,1952-09-05,0.0,99.0,My Man and I,0.0,0.0,,Drama,,,English,1952,0.0,,18,
0,105548,en,0.407266,1933-03-16,0.0,83.0,Secrets,4.0,2.0,,"Drama, Western",Mary Pickford Company,United States of America,English,1933,0.0,,"18, 37",21540
0,110139,en,1.361559,1959-04-25,0.0,69.0,Westbound,4.8,3.0,,Western,Warner Bros.,United States of America,English,1959,0.0,,37,6194
0,94741,en,1.093557,1973-11-14,0.0,106.0,The Don Is Dead,5.6,5.0,,"Crime, Drama",Universal Pictures,United States of America,English,1973,0.0,,"80, 18",33
0,31337,de,1.430713,2009-03-19,0.0,98.0,Contact High,7.6,9.0,,Comedy,LOTUS Film GmbH für ORF,"Austria, Germany, Luxembourg, Poland","English, Deutsch",2009,0.0,,35,59577
0,65760,en,12.510849,2010-09-13,0.0,112.0,The Whistleblower,6.6,157.0,,"Drama, Thriller, Crime","First Generation Films, Mandalay Vision, Samuel Goldwyn Films, Voltage Pictures, Primary Productions, Sunrise Films, Barry Films, Indomitable Entertainment, Whistleblower (Gen One)","Canada, Germany","English, Română, Pусский, Srpski",2010,0.0,,"18, 53, 80","4908, 6667, 9118, 10255, 14635, 19850, 22815, 24012, 64824"
0,74997,en,16.257143,2011-10-06,0.0,91.0,The Human Centipede 2 (Full Sequence),4.5,326.0,The Human Centipede Collection,"Drama, Horror, Crime",Six Entertainment,"United Kingdom, Netherlands",English,2011,0.0,96671,"18, 27, 80",5652
3500000,75579,en,1.174856,1998-06-05,0.0,104.0,Dad Savage,6.4,6.0,,"Crime, Thriller","PolyGram Filmed Entertainment, Sweet Child Films",United Kingdom,,1998,0.0,,"80, 53","1382, 78714"
0,45971,en,0.517539,1938-06-03,0.0,90.0,You and Me,8.4,5.0,,"Drama, Crime",Paramount Pictures,United States of America,English,1938,0.0,,"18, 80",4
0,60364,en,0.179601,1997-09-10,0.0,289.0,The Nazis - A Warning From History,8.8,4.0,,Documentary,"BBC, A+E Studios","United Kingdom, United States of America","English, Deutsch, Polski",1997,0.0,,99,"5996, 35761"
0,28632,ja,0.773499,2009-01-10,0.0,127.0,Zen,6.2,5.0,,"Drama, History",Kadokawa Pictures,Japan,日本語,2009,0.0,,"18, 36",2073
0,47648,cn,2.978087,1992-12-17,0.0,96.0,King of Beggars,6.5,24.0,,"Action, Comedy, Drama",,Hong Kong,广州话 / 廣州話,1992,0.0,,"28, 35, 18",3619
0,15044,en,8.639067,2008-11-29,0.0,90.0,Einstein and Eddington,6.8,30.0,,"History, Drama","HBO Films, Pioneer Pictures, Company Television Productions",United Kingdom,English,2008,0.0,,"36, 18","7429, 9217, 23060"
20000000,34179,zh,3.511346,2010-02-04,0.0,114.0,14 Blades,6.5,62.0,,"Drama, Action, Thriller",Shanghai Film Group,"Hong Kong, China, Singapore","广州话 / 廣州話, 普通话",2010,0.0,,"18, 28, 53",3407
0,35250,en,0.888951,2003-10-17,0.0,88.0,The Locals,5.7,16.0,,Horror,,New Zealand,,2003,0.0,,27,
0,32831,en,1.103138,1968-12-16,0.0,108.0,"Buona Sera, Mrs. Campbell",5.6,5.0,,Comedy,"United Artists, Connaught Productions",United States of America,"English, Français, Italiano",1968,0.0,,35,"60, 14403"
